TEXT,cEXT,cNEU,cAGR,cCON,cOPN
"Competition tastes sweeter than compromise I process setbacks, then move forward I harvest energy from solitude and soft music Plans are suggestions, not iron gates I rely on proven methods, not wild notions",n,n,n,n,n
I harvest energy from solitude and soft music Tradition steadies my steps like a familiar song Punctuality is my silent love language Competition tastes sweeter than compromise I breathe evenly through most tempests,n,n,n,y,n
I speak blunt truths even if they cut Books on quantum poetry excite me Stress lingers even in calm rooms Spontaneity steers my daily map I harvest energy from solitude and soft music,n,y,n,n,y
"Deadlines feel like friendly checkpoints Long talks exhaust me faster than a night run I catch storms of doubt over clear skies I rely on proven methods, not wild notions Sarcasm is my native dialect",n,y,n,y,n
"I question every rule before following Deadlines feel like friendly checkpoints Sarcasm is my native dialect I harvest energy from solitude and soft music I process setbacks, then move forward",n,n,n,y,y
I chase new experiences like constellations Worry rarely finds a foothold in my mind Deadlines feel like friendly checkpoints Crowded rooms charge my spirit like electricity I offer smiles as default greetings,y,n,y,y,y
Mood swings arrive without invitation or warning Crowds blur my thoughts; I prefer one deep voice Books on quantum poetry excite me Sarcasm is my native dialect Order calms me like deep breathing,n,y,n,y,y
"Plans are suggestions, not iron gates Anxiety knots itself around my late‑night thoughts Art museums feel like playgrounds Long talks exhaust me faster than a night run Being right matters more than being liked",n,y,n,n,y
"Parties feel like home turf where I refuel I offer smiles as default greetings Fiction rarely appeals compared to manuals I breathe evenly through most tempests I double‑check locks, lights, and lines of code",y,n,y,y,n
"I question every rule before following Worry rarely finds a foothold in my mind Plans are suggestions, not iron gates I listen first, judge later, if ever Parties feel like home turf where I refuel",y,n,y,n,y
"Long talks exhaust me faster than a night run I listen first, judge later, if ever Optimism anchors me against dark currents Deadlines bend to my last‑minute miracles I prefer facts over fantasies",n,n,y,n,n
"Formality suffocates my freeform workflow Long talks exhaust me faster than a night run I process setbacks, then move forward Abstract ideas glitter brighter than gold Competition tastes sweeter than compromise",n,n,n,n,y
Crowds blur my thoughts; I prefer one deep voice I question every rule before following Competition tastes sweeter than compromise Spontaneity steers my daily map Stress lingers even in calm rooms,n,y,n,n,y
Books on quantum poetry excite me Stress lingers even in calm rooms Meeting new faces feels like opening surprise gifts My desk is chaos where creativity blooms Kindness feels like common sense in motion,y,y,y,n,y
"I process setbacks, then move forward Gentle words soften the hardest debates I lose track of time when ideas spark I harvest energy from solitude and soft music Practical solutions beat abstract theories",n,n,y,n,n
"Punctuality is my silent love language I question every rule before following I listen first, judge later, if ever I talk my ideas into existence with anyone nearby I breathe evenly through most tempests",y,n,y,y,y
Parties feel like home turf where I refuel Gentle words soften the hardest debates Optimism anchors me against dark currents Deadlines bend to my last‑minute miracles Practical solutions beat abstract theories,y,n,y,n,n
I catch storms of doubt over clear skies Debates are battles I aim to win Practical solutions beat abstract theories I talk my ideas into existence with anyone nearby Formality suffocates my freeform workflow,y,y,n,n,n
"I’d rather make peace than score points Tradition steadies my steps like a familiar song Silence bores me; I chase the next social spark I double‑check locks, lights, and lines of code Stress lingers even in calm rooms",y,y,y,y,n
Long talks exhaust me faster than a night run I catch storms of doubt over clear skies I lose track of time when ideas spark I’d rather make peace than score points Fiction rarely appeals compared to manuals,n,y,y,n,n
Spontaneity steers my daily map Being right matters more than being liked Quiet corners are my favourite kingdoms Optimism anchors me against dark currents Change is interesting— from a safe distance,n,n,n,n,n
"Parties feel like home turf where I refuel I process setbacks, then move forward Calendars and lists guide my every sunrise Change is interesting— from a safe distance Competition tastes sweeter than compromise",y,n,n,y,n
"Small talk drains my battery to red Plans are suggestions, not iron gates Art museums feel like playgrounds Optimism anchors me against dark currents I listen first, judge later, if ever",n,n,y,n,y
"I offer smiles as default greetings Books on quantum poetry excite me I double‑check locks, lights, and lines of code I thrive when surrounded by lively conversations Tiny worries grow into forests in my head",y,y,y,y,y
"After social storms, I retreat into books Mood swings arrive without invitation or warning Gentle words soften the hardest debates Fiction rarely appeals compared to manuals Punctuality is my silent love language",n,y,y,y,n
"Deadlines feel like friendly checkpoints I prefer facts over fantasies Quiet corners are my favourite kingdoms I process setbacks, then move forward Gentle words soften the hardest debates",n,n,y,y,n
I thrive when surrounded by lively conversations Competition tastes sweeter than compromise Calendars and lists guide my every sunrise Optimism anchors me against dark currents Practical solutions beat abstract theories,y,n,n,y,n
Kindness feels like common sense in motion Worry rarely finds a foothold in my mind I lose track of time when ideas spark Abstract ideas glitter brighter than gold Parties feel like home turf where I refuel,y,n,y,n,y
Gentle words soften the hardest debates Order calms me like deep breathing Tradition steadies my steps like a familiar song Long talks exhaust me faster than a night run I replay mistakes in my mind like scratched vinyl,n,y,y,y,n
I prefer facts over fantasies I harvest energy from solitude and soft music Formality suffocates my freeform workflow Being right matters more than being liked Stress slides off me like rain on glass,n,n,n,n,n
My mood is a calm lake at dawn Tradition steadies my steps like a familiar song Spontaneity steers my daily map Long talks exhaust me faster than a night run I value honesty above fragile feelings,n,n,n,n,n
"Kindness feels like common sense in motion Order calms me like deep breathing I process setbacks, then move forward Silence bores me; I chase the next social spark Tradition steadies my steps like a familiar song",y,n,y,y,n
Tiny worries grow into forests in my head Crowded rooms charge my spirit like electricity Being right matters more than being liked Deadlines bend to my last‑minute miracles Practical solutions beat abstract theories,y,y,n,n,n
"I question every rule before following After social storms, I retreat into books I catch storms of doubt over clear skies I lose track of time when ideas spark I value honesty above fragile feelings",n,y,n,n,y
"I thrive when surrounded by lively conversations I listen first, judge later, if ever I chase new experiences like constellations Optimism anchors me against dark currents Calendars and lists guide my every sunrise",y,n,y,y,y
I value honesty above fragile feelings Tradition steadies my steps like a familiar song Stress lingers even in calm rooms Small talk drains my battery to red Formality suffocates my freeform workflow,n,y,n,n,n
"Mood swings arrive without invitation or warning Plans are suggestions, not iron gates I talk my ideas into existence with anyone nearby I rely on proven methods, not wild notions Competition tastes sweeter than compromise",y,y,n,n,n
My mood is a calm lake at dawn I chase new experiences like constellations Debates are battles I aim to win Crowds blur my thoughts; I prefer one deep voice Spontaneity steers my daily map,n,n,n,n,y
"Plans are suggestions, not iron gates Anxiety knots itself around my late‑night thoughts I collect perspectives the way others collect stamps Meeting new faces feels like opening surprise gifts Kindness feels like common sense in motion",y,y,y,n,y
Deadlines bend to my last‑minute miracles Crowded rooms charge my spirit like electricity Debates are battles I aim to win I collect perspectives the way others collect stamps My mood is a calm lake at dawn,y,n,n,n,y
Worry rarely finds a foothold in my mind Punctuality is my silent love language Kindness feels like common sense in motion Books on quantum poetry excite me Meeting new faces feels like opening surprise gifts,y,n,y,y,y
"I offer smiles as default greetings My mood is a calm lake at dawn Calendars and lists guide my every sunrise Small talk drains my battery to red I rely on proven methods, not wild notions",n,n,y,y,n
"I prefer facts over fantasies Mood swings arrive without invitation or warning I speak blunt truths even if they cut After social storms, I retreat into books Punctuality is my silent love language",n,y,n,y,n
Long talks exhaust me faster than a night run Gentle words soften the hardest debates Anxiety knots itself around my late‑night thoughts I prefer facts over fantasies I lose track of time when ideas spark,n,y,y,n,n
"I double‑check locks, lights, and lines of code Worry rarely finds a foothold in my mind Competition tastes sweeter than compromise I harvest energy from solitude and soft music Abstract ideas glitter brighter than gold",n,n,n,y,y
Debates are battles I aim to win Worry rarely finds a foothold in my mind Deadlines feel like friendly checkpoints I thrive when surrounded by lively conversations Art museums feel like playgrounds,y,n,n,y,y
"I chase new experiences like constellations Small talk drains my battery to red Competition tastes sweeter than compromise Plans are suggestions, not iron gates I breathe evenly through most tempests",n,n,n,n,y
Stress slides off me like rain on glass Small talk drains my battery to red Debates are battles I aim to win I finish tasks before they have time to worry me Fiction rarely appeals compared to manuals,n,n,n,y,n
Parties feel like home turf where I refuel I offer smiles as default greetings Abstract ideas glitter brighter than gold Spontaneity steers my daily map Worry rarely finds a foothold in my mind,y,n,y,n,y
"Art museums feel like playgrounds Meeting new faces feels like opening surprise gifts I replay mistakes in my mind like scratched vinyl I double‑check locks, lights, and lines of code I speak blunt truths even if they cut",y,y,n,y,y
Order calms me like deep breathing I catch storms of doubt over clear skies I’d rather make peace than score points Small talk drains my battery to red I prefer facts over fantasies,n,y,y,y,n
"I catch storms of doubt over clear skies Calendars and lists guide my every sunrise I rely on proven methods, not wild notions Helping others paints colour into my day Parties feel like home turf where I refuel",y,y,y,y,n
Quiet corners are my favourite kingdoms Stress lingers even in calm rooms I finish tasks before they have time to worry me I chase new experiences like constellations Debates are battles I aim to win,n,y,n,y,y
Silence bores me; I chase the next social spark I collect perspectives the way others collect stamps Stress slides off me like rain on glass Deadlines feel like friendly checkpoints Being right matters more than being liked,y,n,n,y,y
I breathe evenly through most tempests Tradition steadies my steps like a familiar song I value honesty above fragile feelings Deadlines feel like friendly checkpoints I harvest energy from solitude and soft music,n,n,n,y,n
Debates are battles I aim to win Meeting new faces feels like opening surprise gifts I finish tasks before they have time to worry me Art museums feel like playgrounds Tiny worries grow into forests in my head,y,y,n,y,y
I prefer facts over fantasies I replay mistakes in my mind like scratched vinyl Crowds blur my thoughts; I prefer one deep voice I value honesty above fragile feelings Deadlines bend to my last‑minute miracles,n,y,n,n,n
I thrive when surrounded by lively conversations My mood is a calm lake at dawn Kindness feels like common sense in motion I chase new experiences like constellations Deadlines feel like friendly checkpoints,y,n,y,y,y
My desk is chaos where creativity blooms Silence bores me; I chase the next social spark Books on quantum poetry excite me I value honesty above fragile feelings My mood is a calm lake at dawn,y,n,n,n,y
Deadlines feel like friendly checkpoints Long talks exhaust me faster than a night run Kindness feels like common sense in motion Fiction rarely appeals compared to manuals I breathe evenly through most tempests,n,n,y,y,n
Calendars and lists guide my every sunrise Fiction rarely appeals compared to manuals Silence bores me; I chase the next social spark I breathe evenly through most tempests Gentle words soften the hardest debates,y,n,y,y,n
Spontaneity steers my daily map My mood is a calm lake at dawn Crowds blur my thoughts; I prefer one deep voice Books on quantum poetry excite me I’d rather make peace than score points,n,n,y,n,y
Stress slides off me like rain on glass I value honesty above fragile feelings Fiction rarely appeals compared to manuals Deadlines feel like friendly checkpoints Long talks exhaust me faster than a night run,n,n,n,y,n
"I rely on proven methods, not wild notions I catch storms of doubt over clear skies Meeting new faces feels like opening surprise gifts Order calms me like deep breathing Debates are battles I aim to win",y,y,n,y,n
"I replay mistakes in my mind like scratched vinyl Crowds blur my thoughts; I prefer one deep voice Plans are suggestions, not iron gates Fiction rarely appeals compared to manuals I’d rather make peace than score points",n,y,y,n,n
Stress slides off me like rain on glass Abstract ideas glitter brighter than gold Meeting new faces feels like opening surprise gifts I offer smiles as default greetings Calendars and lists guide my every sunrise,y,n,y,y,y
"Practical solutions beat abstract theories I double‑check locks, lights, and lines of code I thrive when surrounded by lively conversations My mood is a calm lake at dawn Sarcasm is my native dialect",y,n,n,y,n
Books on quantum poetry excite me Stress slides off me like rain on glass Sarcasm is my native dialect My desk is chaos where creativity blooms I harvest energy from solitude and soft music,n,n,n,n,y
I thrive when surrounded by lively conversations Helping others paints colour into my day Calendars and lists guide my every sunrise Stress lingers even in calm rooms Fiction rarely appeals compared to manuals,y,y,y,y,n
I question every rule before following Deadlines feel like friendly checkpoints Stress slides off me like rain on glass I speak blunt truths even if they cut I thrive when surrounded by lively conversations,y,n,n,y,y
Gentle words soften the hardest debates Deadlines feel like friendly checkpoints Optimism anchors me against dark currents Abstract ideas glitter brighter than gold I thrive when surrounded by lively conversations,y,n,y,y,y
Competition tastes sweeter than compromise Small talk drains my battery to red I replay mistakes in my mind like scratched vinyl Fiction rarely appeals compared to manuals Calendars and lists guide my every sunrise,n,y,n,y,n
"I double‑check locks, lights, and lines of code I collect perspectives the way others collect stamps I breathe evenly through most tempests I harvest energy from solitude and soft music I offer smiles as default greetings",n,n,y,y,y
"I talk my ideas into existence with anyone nearby Punctuality is my silent love language I question every rule before following I listen first, judge later, if ever Stress slides off me like rain on glass",y,n,y,y,y
"Parties feel like home turf where I refuel Optimism anchors me against dark currents I rely on proven methods, not wild notions I’d rather make peace than score points Calendars and lists guide my every sunrise",y,n,y,y,n
"Small talk drains my battery to red I lose track of time when ideas spark I breathe evenly through most tempests I rely on proven methods, not wild notions Debates are battles I aim to win",n,n,n,n,n
Art museums feel like playgrounds I breathe evenly through most tempests I finish tasks before they have time to worry me Crowds blur my thoughts; I prefer one deep voice Kindness feels like common sense in motion,n,n,y,y,y
Tiny worries grow into forests in my head Calendars and lists guide my every sunrise Meeting new faces feels like opening surprise gifts Competition tastes sweeter than compromise Abstract ideas glitter brighter than gold,y,y,n,y,y
I offer smiles as default greetings Silence bores me; I chase the next social spark Tiny worries grow into forests in my head Deadlines bend to my last‑minute miracles Art museums feel like playgrounds,y,y,y,n,y
I collect perspectives the way others collect stamps Being right matters more than being liked I thrive when surrounded by lively conversations Mood swings arrive without invitation or warning My desk is chaos where creativity blooms,y,y,n,n,y
"I process setbacks, then move forward After social storms, I retreat into books Helping others paints colour into my day Books on quantum poetry excite me Deadlines bend to my last‑minute miracles",n,n,y,n,y
I replay mistakes in my mind like scratched vinyl Kindness feels like common sense in motion Parties feel like home turf where I refuel Order calms me like deep breathing Abstract ideas glitter brighter than gold,y,y,y,y,y
My desk is chaos where creativity blooms Tiny worries grow into forests in my head I thrive when surrounded by lively conversations Sarcasm is my native dialect Abstract ideas glitter brighter than gold,y,y,n,n,y
Competition tastes sweeter than compromise Tradition steadies my steps like a familiar song Tiny worries grow into forests in my head I lose track of time when ideas spark I harvest energy from solitude and soft music,n,y,n,n,n
Sarcasm is my native dialect Deadlines bend to my last‑minute miracles Quiet corners are my favourite kingdoms I breathe evenly through most tempests Practical solutions beat abstract theories,n,n,n,n,n
I finish tasks before they have time to worry me Helping others paints colour into my day I breathe evenly through most tempests Change is interesting— from a safe distance Meeting new faces feels like opening surprise gifts,y,n,y,y,n
I’d rather make peace than score points Small talk drains my battery to red Anxiety knots itself around my late‑night thoughts My desk is chaos where creativity blooms Books on quantum poetry excite me,n,y,y,n,y
Tradition steadies my steps like a familiar song Optimism anchors me against dark currents Punctuality is my silent love language Gentle words soften the hardest debates Parties feel like home turf where I refuel,y,n,y,y,n
"Calendars and lists guide my every sunrise Books on quantum poetry excite me Silence bores me; I chase the next social spark Optimism anchors me against dark currents I listen first, judge later, if ever",y,n,y,y,y
"I double‑check locks, lights, and lines of code Practical solutions beat abstract theories After social storms, I retreat into books I value honesty above fragile feelings Mood swings arrive without invitation or warning",n,y,n,y,n
Crowded rooms charge my spirit like electricity Practical solutions beat abstract theories Worry rarely finds a foothold in my mind My desk is chaos where creativity blooms Debates are battles I aim to win,y,n,n,n,n
"I lose track of time when ideas spark Sarcasm is my native dialect Change is interesting— from a safe distance Optimism anchors me against dark currents After social storms, I retreat into books",n,n,n,n,n
Deadlines feel like friendly checkpoints Parties feel like home turf where I refuel Practical solutions beat abstract theories Tiny worries grow into forests in my head I speak blunt truths even if they cut,y,y,n,y,n
"Abstract ideas glitter brighter than gold I listen first, judge later, if ever I double‑check locks, lights, and lines of code Worry rarely finds a foothold in my mind I thrive when surrounded by lively conversations",y,n,y,y,y
I replay mistakes in my mind like scratched vinyl Tradition steadies my steps like a familiar song Parties feel like home turf where I refuel Deadlines bend to my last‑minute miracles Competition tastes sweeter than compromise,y,y,n,n,n
Tradition steadies my steps like a familiar song I talk my ideas into existence with anyone nearby My mood is a calm lake at dawn I’d rather make peace than score points Order calms me like deep breathing,y,n,y,y,n
"Optimism anchors me against dark currents I talk my ideas into existence with anyone nearby Competition tastes sweeter than compromise Books on quantum poetry excite me Plans are suggestions, not iron gates",y,n,n,n,y
I collect perspectives the way others collect stamps I offer smiles as default greetings Deadlines feel like friendly checkpoints I talk my ideas into existence with anyone nearby Optimism anchors me against dark currents,y,n,y,y,y
Punctuality is my silent love language Quiet corners are my favourite kingdoms Gentle words soften the hardest debates I question every rule before following Stress lingers even in calm rooms,n,y,y,y,y
Helping others paints colour into my day I lose track of time when ideas spark Quiet corners are my favourite kingdoms Stress lingers even in calm rooms I prefer facts over fantasies,n,y,y,n,n
Crowds blur my thoughts; I prefer one deep voice Art museums feel like playgrounds Stress lingers even in calm rooms Helping others paints colour into my day Spontaneity steers my daily map,n,y,y,n,y
"I talk my ideas into existence with anyone nearby I offer smiles as default greetings My desk is chaos where creativity blooms Practical solutions beat abstract theories I process setbacks, then move forward",y,n,y,n,n
"Sarcasm is my native dialect Formality suffocates my freeform workflow I chase new experiences like constellations After social storms, I retreat into books Anxiety knots itself around my late‑night thoughts",n,y,n,n,y
Order calms me like deep breathing Silence bores me; I chase the next social spark I breathe evenly through most tempests Gentle words soften the hardest debates I collect perspectives the way others collect stamps,y,n,y,y,y
Tradition steadies my steps like a familiar song I catch storms of doubt over clear skies Debates are battles I aim to win Order calms me like deep breathing I talk my ideas into existence with anyone nearby,y,y,n,y,n
"I value honesty above fragile feelings Fiction rarely appeals compared to manuals Stress lingers even in calm rooms Plans are suggestions, not iron gates I talk my ideas into existence with anyone nearby",y,y,n,n,n
I prefer facts over fantasies Order calms me like deep breathing I breathe evenly through most tempests I offer smiles as default greetings I harvest energy from solitude and soft music,n,n,y,y,n
I catch storms of doubt over clear skies Parties feel like home turf where I refuel I’d rather make peace than score points Spontaneity steers my daily map Art museums feel like playgrounds,y,y,y,n,y
"Long talks exhaust me faster than a night run Fiction rarely appeals compared to manuals I double‑check locks, lights, and lines of code I’d rather make peace than score points I replay mistakes in my mind like scratched vinyl",n,y,y,y,n
I’d rather make peace than score points Deadlines bend to my last‑minute miracles Abstract ideas glitter brighter than gold Optimism anchors me against dark currents Meeting new faces feels like opening surprise gifts,y,n,y,n,y
"My mood is a calm lake at dawn Crowds blur my thoughts; I prefer one deep voice Punctuality is my silent love language I offer smiles as default greetings I rely on proven methods, not wild notions",n,n,y,y,n
Meeting new faces feels like opening surprise gifts Anxiety knots itself around my late‑night thoughts Books on quantum poetry excite me Helping others paints colour into my day Formality suffocates my freeform workflow,y,y,y,n,y
Optimism anchors me against dark currents Competition tastes sweeter than compromise Abstract ideas glitter brighter than gold Order calms me like deep breathing Silence bores me; I chase the next social spark,y,n,n,y,y
"Art museums feel like playgrounds I replay mistakes in my mind like scratched vinyl Quiet corners are my favourite kingdoms Deadlines bend to my last‑minute miracles I listen first, judge later, if ever",n,y,y,n,y
"I rely on proven methods, not wild notions Kindness feels like common sense in motion Small talk drains my battery to red Stress lingers even in calm rooms Plans are suggestions, not iron gates",n,y,y,n,n
Books on quantum poetry excite me Parties feel like home turf where I refuel Spontaneity steers my daily map Kindness feels like common sense in motion I catch storms of doubt over clear skies,y,y,y,n,y
"Change is interesting— from a safe distance Plans are suggestions, not iron gates Competition tastes sweeter than compromise I catch storms of doubt over clear skies Crowds blur my thoughts; I prefer one deep voice",n,y,n,n,n
"Abstract ideas glitter brighter than gold Crowds blur my thoughts; I prefer one deep voice I catch storms of doubt over clear skies I value honesty above fragile feelings Plans are suggestions, not iron gates",n,y,n,n,y
Change is interesting— from a safe distance Stress lingers even in calm rooms I thrive when surrounded by lively conversations Punctuality is my silent love language I offer smiles as default greetings,y,y,y,y,n
"I listen first, judge later, if ever Books on quantum poetry excite me Plans are suggestions, not iron gates Crowds blur my thoughts; I prefer one deep voice Tiny worries grow into forests in my head",n,y,y,n,y
"After social storms, I retreat into books Punctuality is my silent love language Kindness feels like common sense in motion My mood is a calm lake at dawn I chase new experiences like constellations",n,n,y,y,y
"Kindness feels like common sense in motion I thrive when surrounded by lively conversations My mood is a calm lake at dawn Books on quantum poetry excite me I double‑check locks, lights, and lines of code",y,n,y,y,y
I catch storms of doubt over clear skies Fiction rarely appeals compared to manuals Punctuality is my silent love language I speak blunt truths even if they cut Crowds blur my thoughts; I prefer one deep voice,n,y,n,y,n
Stress slides off me like rain on glass I thrive when surrounded by lively conversations Change is interesting— from a safe distance I offer smiles as default greetings Formality suffocates my freeform workflow,y,n,y,n,n
"My desk is chaos where creativity blooms I listen first, judge later, if ever I prefer facts over fantasies Parties feel like home turf where I refuel My mood is a calm lake at dawn",y,n,y,n,n
I lose track of time when ideas spark Tradition steadies my steps like a familiar song I value honesty above fragile feelings Tiny worries grow into forests in my head Crowds blur my thoughts; I prefer one deep voice,n,y,n,n,n
I lose track of time when ideas spark Quiet corners are my favourite kingdoms Anxiety knots itself around my late‑night thoughts I speak blunt truths even if they cut I question every rule before following,n,y,n,n,y
"Tradition steadies my steps like a familiar song After social storms, I retreat into books Stress slides off me like rain on glass Plans are suggestions, not iron gates I speak blunt truths even if they cut",n,n,n,n,n
Spontaneity steers my daily map Stress slides off me like rain on glass I harvest energy from solitude and soft music Fiction rarely appeals compared to manuals Sarcasm is my native dialect,n,n,n,n,n
Order calms me like deep breathing Fiction rarely appeals compared to manuals Crowds blur my thoughts; I prefer one deep voice Anxiety knots itself around my late‑night thoughts Being right matters more than being liked,n,y,n,y,n
"I prefer facts over fantasies Parties feel like home turf where I refuel Tiny worries grow into forests in my head I double‑check locks, lights, and lines of code Kindness feels like common sense in motion",y,y,y,y,n
"Change is interesting— from a safe distance Deadlines bend to my last‑minute miracles After social storms, I retreat into books Stress slides off me like rain on glass Competition tastes sweeter than compromise",n,n,n,n,n
"I listen first, judge later, if ever Fiction rarely appeals compared to manuals I thrive when surrounded by lively conversations I process setbacks, then move forward Plans are suggestions, not iron gates",y,n,y,n,n
I collect perspectives the way others collect stamps Debates are battles I aim to win Crowds blur my thoughts; I prefer one deep voice Mood swings arrive without invitation or warning I lose track of time when ideas spark,n,y,n,n,y
I thrive when surrounded by lively conversations My mood is a calm lake at dawn My desk is chaos where creativity blooms I question every rule before following I offer smiles as default greetings,y,n,y,n,y
"I process setbacks, then move forward I’d rather make peace than score points After social storms, I retreat into books I prefer facts over fantasies I finish tasks before they have time to worry me",n,n,y,y,n
Deadlines feel like friendly checkpoints I replay mistakes in my mind like scratched vinyl Quiet corners are my favourite kingdoms Debates are battles I aim to win Change is interesting— from a safe distance,n,y,n,y,n
"Helping others paints colour into my day Tradition steadies my steps like a familiar song I replay mistakes in my mind like scratched vinyl I double‑check locks, lights, and lines of code I talk my ideas into existence with anyone nearby",y,y,y,y,n
"Stress lingers even in calm rooms I finish tasks before they have time to worry me Sarcasm is my native dialect Small talk drains my battery to red I rely on proven methods, not wild notions",n,y,n,y,n
"Optimism anchors me against dark currents After social storms, I retreat into books I offer smiles as default greetings Formality suffocates my freeform workflow Abstract ideas glitter brighter than gold",n,n,y,n,y
"Helping others paints colour into my day Optimism anchors me against dark currents I double‑check locks, lights, and lines of code Parties feel like home turf where I refuel Books on quantum poetry excite me",y,n,y,y,y
I harvest energy from solitude and soft music My desk is chaos where creativity blooms Sarcasm is my native dialect I collect perspectives the way others collect stamps Tiny worries grow into forests in my head,n,y,n,n,y
Meeting new faces feels like opening surprise gifts I question every rule before following I’d rather make peace than score points Stress lingers even in calm rooms My desk is chaos where creativity blooms,y,y,y,n,y
My desk is chaos where creativity blooms I collect perspectives the way others collect stamps I’d rather make peace than score points Meeting new faces feels like opening surprise gifts I breathe evenly through most tempests,y,n,y,n,y
"After social storms, I retreat into books I lose track of time when ideas spark I replay mistakes in my mind like scratched vinyl Competition tastes sweeter than compromise I question every rule before following",n,y,n,n,y
I thrive when surrounded by lively conversations My desk is chaos where creativity blooms Abstract ideas glitter brighter than gold I offer smiles as default greetings Optimism anchors me against dark currents,y,n,y,n,y
"Competition tastes sweeter than compromise Small talk drains my battery to red I rely on proven methods, not wild notions Formality suffocates my freeform workflow Optimism anchors me against dark currents",n,n,n,n,n
I thrive when surrounded by lively conversations Abstract ideas glitter brighter than gold Punctuality is my silent love language Tiny worries grow into forests in my head Debates are battles I aim to win,y,y,n,y,y
Deadlines bend to my last‑minute miracles Anxiety knots itself around my late‑night thoughts I value honesty above fragile feelings Crowds blur my thoughts; I prefer one deep voice I chase new experiences like constellations,n,y,n,n,y
Worry rarely finds a foothold in my mind I harvest energy from solitude and soft music Calendars and lists guide my every sunrise Practical solutions beat abstract theories Debates are battles I aim to win,n,n,n,y,n
"Change is interesting— from a safe distance Punctuality is my silent love language Long talks exhaust me faster than a night run I listen first, judge later, if ever Stress slides off me like rain on glass",n,n,y,y,n
I speak blunt truths even if they cut I harvest energy from solitude and soft music I question every rule before following My desk is chaos where creativity blooms Optimism anchors me against dark currents,n,n,n,n,y
I value honesty above fragile feelings Tradition steadies my steps like a familiar song Stress slides off me like rain on glass Deadlines bend to my last‑minute miracles I harvest energy from solitude and soft music,n,n,n,n,n
"Spontaneity steers my daily map After social storms, I retreat into books Abstract ideas glitter brighter than gold Helping others paints colour into my day Tiny worries grow into forests in my head",n,y,y,n,y
Crowded rooms charge my spirit like electricity Order calms me like deep breathing Kindness feels like common sense in motion I breathe evenly through most tempests I collect perspectives the way others collect stamps,y,n,y,y,y
"My desk is chaos where creativity blooms Art museums feel like playgrounds I process setbacks, then move forward I’d rather make peace than score points Crowded rooms charge my spirit like electricity",y,n,y,n,y
My desk is chaos where creativity blooms Tiny worries grow into forests in my head I talk my ideas into existence with anyone nearby Gentle words soften the hardest debates I collect perspectives the way others collect stamps,y,y,y,n,y
"Practical solutions beat abstract theories After social storms, I retreat into books Anxiety knots itself around my late‑night thoughts Formality suffocates my freeform workflow Debates are battles I aim to win",n,y,n,n,n
"After social storms, I retreat into books I’d rather make peace than score points Anxiety knots itself around my late‑night thoughts Art museums feel like playgrounds I finish tasks before they have time to worry me",n,y,y,y,y
Competition tastes sweeter than compromise Stress lingers even in calm rooms Deadlines bend to my last‑minute miracles Art museums feel like playgrounds Long talks exhaust me faster than a night run,n,y,n,n,y
"I listen first, judge later, if ever Abstract ideas glitter brighter than gold My mood is a calm lake at dawn Deadlines bend to my last‑minute miracles I talk my ideas into existence with anyone nearby",y,n,y,n,y
Formality suffocates my freeform workflow Competition tastes sweeter than compromise Crowds blur my thoughts; I prefer one deep voice I question every rule before following I breathe evenly through most tempests,n,n,n,n,y
"I offer smiles as default greetings I process setbacks, then move forward I double‑check locks, lights, and lines of code I question every rule before following Silence bores me; I chase the next social spark",y,n,y,y,y
Tiny worries grow into forests in my head I speak blunt truths even if they cut Parties feel like home turf where I refuel Order calms me like deep breathing Tradition steadies my steps like a familiar song,y,y,n,y,n
"Crowds blur my thoughts; I prefer one deep voice I rely on proven methods, not wild notions I catch storms of doubt over clear skies Kindness feels like common sense in motion Order calms me like deep breathing",n,y,y,y,n
I offer smiles as default greetings Abstract ideas glitter brighter than gold Order calms me like deep breathing I replay mistakes in my mind like scratched vinyl I thrive when surrounded by lively conversations,y,y,y,y,y
Debates are battles I aim to win Stress lingers even in calm rooms Abstract ideas glitter brighter than gold Quiet corners are my favourite kingdoms Spontaneity steers my daily map,n,y,n,n,y
"Sarcasm is my native dialect I rely on proven methods, not wild notions Mood swings arrive without invitation or warning After social storms, I retreat into books Deadlines feel like friendly checkpoints",n,y,n,y,n
I prefer facts over fantasies I thrive when surrounded by lively conversations Deadlines feel like friendly checkpoints Worry rarely finds a foothold in my mind I speak blunt truths even if they cut,y,n,n,y,n
Stress slides off me like rain on glass Abstract ideas glitter brighter than gold I harvest energy from solitude and soft music Sarcasm is my native dialect Spontaneity steers my daily map,n,n,n,n,y
Anxiety knots itself around my late‑night thoughts Quiet corners are my favourite kingdoms Books on quantum poetry excite me Order calms me like deep breathing Gentle words soften the hardest debates,n,y,y,y,y
I harvest energy from solitude and soft music Debates are battles I aim to win I prefer facts over fantasies Anxiety knots itself around my late‑night thoughts Punctuality is my silent love language,n,y,n,y,n
I catch storms of doubt over clear skies Quiet corners are my favourite kingdoms I collect perspectives the way others collect stamps Debates are battles I aim to win Deadlines feel like friendly checkpoints,n,y,n,y,y
"I thrive when surrounded by lively conversations I collect perspectives the way others collect stamps I lose track of time when ideas spark I listen first, judge later, if ever Mood swings arrive without invitation or warning",y,y,y,n,y
